"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","taxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","superfamily","family","subfamily","genus","specificEpithet","infraspecificEpithet","nauplii","zooMinimumLength","zooMaximumLength","zooMeanLength","zooWidth","individualCount","subsampleType","zooVolumePerBottle","zooSubsampleVolume","adjCountPerBottle","indeterminateSpecies","sampleCondition","notSubsampled","distinctTaxon","taxonDatabaseID","taxonDatabaseName","identificationQualifier","identificationReferences","qcChecked","qcEnumerationDifference","qcTaxonomicDifference","laboratoryName","internalLabName","testProtocolVersion","identifiedBy","identificationRemarks"
"49a01e36-5107-4b91-9473-0aadcd5614ff","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","CONUNI","Y","Conochilus unicornis","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Flosculariaceae",NA,NA,"Conochilidae",NA,NA,"","",NA,NA,NA,NA,3,"coarse",210,105,6,"N","damaged, affecting measurement","N","N","59419","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","Percent Subbed measured by weight not volume. not measured;subsamplePercent = 50"
"5e1b3aae-c359-428d-bbc2-6e7aca992622","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","CAMSP12","Y","Camptocercus sp.","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,"","",0.525,0.525,0.525,NA,1,"coarse",210,105,2,"N","condition OK","N","Y","84056","ITIS",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"18f67dfb-75fd-4b4a-beda-34ef7660cfe2","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","TRIPOR","Y","Trichocerca porcellus","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Trichocercidae",NA,NA,"","",0.175,0.175,0.175,NA,1,"coarse",210,105,2,"N","condition OK","N","N","59081","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"f232df19-6c61-4115-bd22-f2779e037154","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","PLOLEN","Y","Ploesoma lenticulare","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",210,105,2,"N","condition OK","N","N","59284","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"91292f3e-ff2c-466d-a030-202ca2a98eb4","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","SYNSP8","Y","Synchaeta sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.175,0.225,0.205,NA,73,"coarse",280,98,209,"N","condition OK","N","Y","59255","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"8f5e9889-d43a-44ee-a88b-f4ac89426b60","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","OSTSP","Y","Ostracoda sp.","",NA,"Arthropoda","Crustacea","Ostracoda",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",280,98,3,"N","condition OK","N","Y","84195","ITIS",NA,"Pennak 1989","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"028064b5-f417-466f-ae24-4f1540741287","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","ALOSP2","Y","Alona sp.","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,"","",0.25,0.25,0.25,NA,1,"coarse",280,98,3,"N","condition OK","N","N","83974","ITIS",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"a7523dd8-05e1-4fde-acb2-ded8cef9489b","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","CHASP13","Y","Chaoborus sp.","",NA,"Arthropoda","Hexapoda","Insecta",NA,"",NA,NA,"Diptera",NA,NA,"Chaoboridae",NA,NA,"","",4.6,4.6,4.6,NA,1,"coarse",280,98,3,"N","other (specified in remarks)","N","N","125904","ITIS",NA,"Haney et al. 2013","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","Percent Subbed measured by weight not volume.;subsamplePercent = 35"
"e3288a2c-75c1-409b-8bfa-210ad5ea0967","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","POLSP20","Y","Polyarthra sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.1,0.125,0.106,NA,12,"coarse",280,98,34,"N","condition OK","N","N","59270","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"67f7700e-b0f8-4a20-b814-79b0e0185d3b","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","CYCSP","Y","Cyclopoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Cyclopoida",NA,NA,"",NA,NA,"","",0.225,0.3,0.26,NA,45,"coarse",280,98,129,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"a98ca862-1e6e-4324-af4d-65ef25320d93","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","POLSP20","Y","Polyarthra sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",210,105,2,"N","condition OK","N","N","59270","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"1914b998-e662-4dc0-918a-34aa29d38127","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","CYCSP","Y","Cyclopoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Cyclopoida",NA,NA,"",NA,NA,"","",0.225,0.675,0.3,NA,14,"coarse",210,105,28,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"a4afa0f8-7b0f-4564-a41f-a1ab92637ae4","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","LEPSP32","Y","Lepadella sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Lepadellidae",NA,NA,"","",0.075,0.075,0.075,NA,1,"coarse",390,137,3,"N","condition OK","N","N","58488","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"3a08d59a-4dc5-4670-9250-0bf6b6afdf53","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","CHYSPH","Y","Chydorus sphaericus","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,"","",0.2,0.3,0.225,NA,11,"coarse",390,137,31,"N","condition OK","N","N","83993","ITIS",NA,"Dodson et al. 2010","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"1dcceab1-f9d5-4321-b9e8-feb13d8bde95","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","MONLUN","Y","Monostyla lunaris","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,"","",0.075,0.1,0.088,NA,2,"coarse",390,137,6,"N","condition OK","N","Y","58753","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"88c497b1-cf0d-4e6e-94cc-5973e8e6b156","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","CERSP19","Y","Ceriodaphnia sp.","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Daphniidae",NA,NA,"","",0.4,0.4,0.4,NA,1,"coarse",210,105,2,"N","condition OK","N","N","83905","ITIS",NA,"Pennak 1989","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"1bb84072-23e4-4ff4-928e-8c47ffe22f2c","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","DAPAMB","Y","Daphnia ambigua","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Daphniidae",NA,NA,"","",0.5,1,0.742,NA,10,"coarse",280,98,29,"N","condition OK","N","N","83888","ITIS",NA,"Pennak 1989","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"c512e6c5-c8c2-4a7c-91f9-8da85f87f896","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","OSTSP","Y","Ostracoda sp.","",NA,"Arthropoda","Crustacea","Ostracoda",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","",0.125,0.125,0.125,NA,2,"coarse",210,105,4,"N","condition OK","N","N","84195","ITIS",NA,"Pennak 1989","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"874fb3ce-9b26-43a1-9774-b72334a4c5bf","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","CALSP1","Y","Calanoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Calanoida",NA,NA,"",NA,NA,"","",0.35,0.975,0.46,NA,80,"coarse",210,105,160,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"40dcf052-ca13-4d45-ba83-71c3dc2b837e","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","SYNSP8","Y","Synchaeta sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.175,0.275,0.213,NA,161,"coarse",390,137,460,"N","condition OK","N","N","59255","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"01d407a9-09f1-44c6-a3c9-4941c8e786ec","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","POLSP20","Y","Polyarthra sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.1,0.125,0.108,NA,9,"coarse",390,137,26,"N","condition OK","N","N","59270","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"81e47d72-4417-4296-a7de-232ef613fd94","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","CALSP1","Y","Calanoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Calanoida",NA,NA,"",NA,NA,"","",0.375,0.975,0.616,NA,34,"coarse",390,137,97,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"a64cb235-c678-41b5-8cf3-29a7e04ce477","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","KERSER","Y","Keratella serrulata","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Brachionidae",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",390,137,3,"N","condition OK","N","Y","58384","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"abb77b7a-2934-4214-8069-783cfaae649b","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","CONUNI","Y","Conochilus unicornis","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Flosculariaceae",NA,NA,"Conochilidae",NA,NA,"","",0.075,0.075,0.075,0.062,2,"coarse",390,137,6,"N","condition OK","N","N","59419","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"915e1525-a6d6-4dc1-ae30-da6063b5097c","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","EUCSP7","Y","Euchlanis sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Euchlanidae",NA,NA,"","",0.225,0.225,0.225,NA,1,"coarse",390,137,3,"N","condition OK","N","Y","58578","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"1f9057e5-138f-4c3e-98d9-d9eb0930aefa","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","CYCSP","Y","Cyclopoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Cyclopoida",NA,NA,"",NA,NA,"","",0.25,0.325,0.27,NA,5,"coarse",390,137,14,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"c212d6d5-dbc7-41cb-9e58-872732b3e3ee","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","KERTAU","Y","Keratella taurocephala","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Brachionidae",NA,NA,"","",0.1,0.1,0.1,NA,1,"coarse",390,137,3,"N","condition OK","N","N","58381","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"6ab17c0c-0e8d-4b80-a114-d27659fe9c66","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","DAPAMB","Y","Daphnia ambigua","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Daphniidae",NA,NA,"","",0.425,1.225,0.802,NA,11,"coarse",210,105,22,"N","condition OK","N","N","83888","ITIS",NA,"Pennak 1989","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"89d9da63-4d80-44fc-979e-1c4f2c343cac","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","LEPSP32","Y","Lepadella sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Lepadellidae",NA,NA,"","",0.075,0.075,0.075,NA,2,"coarse",280,98,6,"N","condition OK","N","Y","58488","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"03cb8807-1127-45b3-b40b-3a26261bd9d8","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","ASCECA","Y","Ascomorpha ecaudis","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Gastropodidae",NA,NA,"","",0.1,0.15,0.125,NA,3,"coarse",280,98,9,"N","condition OK","N","N","59169","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"95e55394-f564-4368-9f56-ec6af07ae347","D03","SUGG","SUGG.AOS.outlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.3","ALOSP2","Y","Alona sp.","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,"","",0.3,0.3,0.3,NA,1,"coarse",210,105,2,"N","condition OK","N","N","83974","ITIS",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 50"
"5ced54f3-bf06-4a2a-92ad-a3384952d647","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","HEXMIR","Y","Hexarthra mira","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Flosculariaceae",NA,NA,"Hexarthridae",NA,NA,"","",0.1,0.175,0.125,NA,4,"coarse",280,98,11,"N","condition OK","N","N","59352","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"6712365f-d563-45ff-aed0-072a0a4c9817","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","ARCFLO","Y","Arctodiaptomus floridanus","",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Calanoida",NA,NA,"Diaptomidae",NA,NA,"","",1,1.25,1.07,NA,21,"coarse",280,98,60,"N","condition OK","N","N","666932","ITIS",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"dc77f207-86a0-4255-bfe3-a0e06d38da4f","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","PLOLEN","Y","Ploesoma lenticulare","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Synchaetidae",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",280,98,3,"N","condition OK","N","N","59284","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"6c411255-bdcd-4379-9e4e-03835e866a89","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","CALSP1","Y","Calanoida sp.","copepodites",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Calanoida",NA,NA,"",NA,NA,"","",0.35,0.975,0.54,NA,81,"coarse",280,98,231,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"5dec0a03-6f98-4a86-9653-adb7a9c4afbc","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","BDESP","Y","Bdelloidea sp.","",NA,"Rotifera","","Eurotatoria",NA,"Bdelloidea",NA,NA,"",NA,NA,"",NA,NA,"","",0.2,0.25,0.225,NA,4,"coarse",280,98,11,"N","condition OK","N","N","58246","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"318b2bdc-a4e5-4c34-9fe2-f13271c8a259","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","CHYSPH","Y","Chydorus sphaericus","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Chydoridae",NA,NA,"","",0.175,0.25,0.204,NA,7,"coarse",280,98,20,"N","condition OK","N","N","83993","ITIS",NA,"Dodson et al. 2010","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"c7afea66-93a7-4c32-b9c7-0fa50dee1aca","D03","SUGG","SUGG.AOS.buoy.c0","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.1","LECSTO","Y","Lecane stokesi","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Lecanidae",NA,NA,"","",0.1,0.1,0.1,NA,1,"coarse",280,98,3,"N","condition OK","N","Y","58641","ITIS",NA,"Stemberger 1979","N",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"70dcdedf-5821-4f34-a35f-a32a5a540258","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-11","SUGG.20160212.SCHINDLER.2","BDESP","Y","Bdelloidea sp.","",NA,"Rotifera","","Eurotatoria",NA,"Bdelloidea",NA,NA,"",NA,NA,"",NA,NA,"","",0.1,0.225,0.15,NA,4,"coarse",390,137,11,"N","condition OK","N","N","58246","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"a71f7afc-21cc-40e3-be4e-b1c3f1424349","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","BEASP1","Y","Beauchampiella sp.","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Euchlanidae",NA,NA,"","",0.125,0.125,0.125,NA,1,"coarse",390,137,3,"N","condition OK","N","N","59386","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"1817340e-7409-480b-97ec-c4a1075db594","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","TRISIM","Y","Trichocerca similis","",NA,"Rotifera","","Eurotatoria",NA,"Monogononta",NA,NA,"Ploima",NA,NA,"Trichocercidae",NA,NA,"","",0.1,0.1,0.1,0.05,1,"coarse",390,137,3,"N","condition OK","N","Y","59079","ITIS",NA,"Stemberger 1979","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"a67f2b8c-ee65-4242-b10b-bd9be322c956","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","TROPRA1","Y","Tropocyclops prasinus mexicanus","",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"Cyclopoida",NA,NA,"Cyclopidae",NA,NA,"mexicanus","",0.45,0.5,0.471,NA,6,"coarse",390,137,17,"N","condition OK","N","N","88745","ITIS",NA,"Dodson et al. 2010","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"99c242e6-f9ea-4316-b6f8-3c18c24b0bfb","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","COPSP","Y","Copepoda sp.","nauplii",NA,"Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda",NA,NA,"",NA,NA,"",NA,NA,"","Y",0.075,0.3,0.197,NA,175,"coarse",390,137,500,"N","condition OK","N","N","","",NA,"Dodson et al. 2010","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
"09788962-d65e-4c60-bdc0-add4957febe7","D03","SUGG","SUGG.AOS.inlet","2016-02-12T17:00Z","2016-11-09","SUGG.20160212.SCHINDLER.2","DAPAMB","Y","Daphnia ambigua","",NA,"Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda",NA,NA,"Diplostraca",NA,NA,"Daphniidae",NA,NA,"","",0.5,1.05,0.743,NA,14,"coarse",390,137,40,"N","condition OK","N","N","83888","ITIS",NA,"Pennak 1989","Y",NA,NA,"EcoAnalysts Inc.",NA,"ECOANALYSTS_Zooplankton_Identification_Revision2","K. Schnake","subsamplePercent = 35"
