"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","taxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","superfamily","family","subfamily","genus","specificEpithet","infraspecificEpithet","nauplii","zooMinimumLength","zooMaximumLength","zooMeanLength","zooWidth","individualCount","subsampleType","zooVolumePerBottle","zooSubsampleVolume","adjCountPerBottle","indeterminateSpecies","sampleCondition","notSubsampled","distinctTaxon","identificationQualifier","identificationReferences","qcChecked","qcEnumerationDifference","qcTaxonomicDifference","laboratoryName","internalLabName","testProtocolVersion","identifiedBy","identificationRemarks"
"590e732e-3013-4e3e-b2be-0dc28c84fe84","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","ASCECA","Y","Ascomorpha ecaudis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,14,"coarse",1000,28,506,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"62441566-a9ee-48b1-b584-cf69abb6ad0e","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","GASSTY","Y","Gastropus stylifer","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,2,"coarse",1000,28,72,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"cc0732b3-ec68-4b99-88a8-663bd88d63be","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","TROPRA1","Y","Tropocyclops prasinus mexicanus","","subspecies","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"Cyclopidae",NA,NA,"mexicanus","N",0.4,0.5,0.5,NA,4,"coarse",1000,28,145,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7e27c81e-09a4-4862-bcac-029cb70f9096","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","SYNSP8","Y","Synchaeta sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.2,0.3,0.2,NA,33,"coarse",1000,28,1194,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"be85ff85-b880-48d9-8e22-3cdceacf9238","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","TRISIM","Y","Trichocerca similis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Trichocercidae",NA,NA,"","N",0.1,0.1,0.1,NA,5,"coarse",1000,28,181,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c5e0ef3e-216a-4e85-83d8-92705f7283c1","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","POLSP20","Y","Polyarthra sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.1,0.1,0.1,NA,11,"coarse",1000,28,398,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"654cf28d-41db-45da-9a5d-b1821f805a2c","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","BRAZAH","Y","Brachionus zahniseri","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Brachionidae",NA,NA,"","N",0.1,0.1,0.1,NA,143,"coarse",1000,28,5173,"N","condition OK","N","Y",NA,"Ahlstrom, 1940","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"83b3d510-46cf-42b7-9e98-4894bd2076a3","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.2,0.2,0.2,NA,59,"coarse",1000,48,1227,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"59309d7b-b757-4e1c-b0db-0fdeea5d30b7","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","SYNSP8","Y","Synchaeta sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.2,0.2,0.2,NA,44,"coarse",1000,48,915,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e2421c84-fa85-45a4-a5be-578ea128fa57","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","HEXSP6","Y","Hexarthra sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Hexarthridae",NA,NA,"","N",0.1,0.2,0.1,NA,41,"coarse",1000,48,853,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"a318a882-6af9-4e5f-9532-904626bce9c5","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.5,0.8,0.6,NA,13,"coarse",1000,48,270,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"22e3fecc-16b0-48fc-8e41-0ae963fd2aa0","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","TRISIM","Y","Trichocerca similis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Trichocercidae",NA,NA,"","N",0.1,0.1,0.1,NA,7,"coarse",1000,48,146,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"17af0703-d5ad-4e5b-94ff-35338bff3959","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",1.1,1.3,1.2,NA,9,"coarse",1000,48,187,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"3050a2db-6c17-4b42-9cbd-cb213aac4a94","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",1.2,1.2,1.2,NA,1,"coarse",1000,28,36,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"fabbb529-2bdb-4195-9141-3c8348605002","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","POLSP20","Y","Polyarthra sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.1,0.1,0.1,NA,8,"coarse",1000,48,166,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7e61820d-9673-46be-a2f9-8a6a517d90c9","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","BRAZAH","Y","Brachionus zahniseri","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Brachionidae",NA,NA,"","N",0.1,0.1,0.1,NA,209,"coarse",1000,48,4347,"N","condition OK","N","Y",NA,"Ahlstrom, 1940","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"402a478c-4f02-4a77-ba41-40b8b7278b4c","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"",NA,NA,"","N",0.3,0.4,0.3,NA,20,"coarse",1000,48,416,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e1c7cb21-f0ba-4c9a-a955-6b8545b12a1d","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","TROPRA1","Y","Tropocyclops prasinus mexicanus","","subspecies","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"Cyclopidae",NA,NA,"mexicanus","N",0.4,0.5,0.5,NA,20,"coarse",1000,48,416,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c56895af-1756-4e78-9e7f-48431e61bbe6","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.1,0.2,0.2,NA,10,"coarse",1000,28,362,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"16f09c35-2dd8-4ffc-b425-fcbceda4515e","D03","SUGG","SUGG.AOS.outlet","2014-07-18T16:00Z","2015-03-09","SUGG.OUT.20140718.ZOO","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.7,1,0.8,NA,5,"coarse",1000,28,181,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"35ceb8e4-374b-4b97-879a-dbb3141793d5","D03","SUGG","SUGG.AOS.inlet","2014-07-18T16:00Z","2015-03-09","SUGG.IN.20140718.ZOO","ASCECA","Y","Ascomorpha ecaudis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,21,"coarse",1000,48,437,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"7b56e6c1-f1e1-466e-b50e-3c6434dda075","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","SYNSP8","Y","Synchaeta sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.2,0.2,0.2,NA,26,"coarse",1000,21,1215,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"eee57cfb-d5e9-43ee-b9ef-56fccff4cd2c","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","TROPRA1","Y","Tropocyclops prasinus mexicanus","","subspecies","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"Cyclopidae",NA,NA,"mexicanus","N",0.4,0.5,0.5,NA,20,"coarse",1000,21,935,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"b689950a-600e-4fab-a638-1ea9a8c08ff9","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","POLSP20","Y","Polyarthra sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.1,0.1,0.1,NA,17,"coarse",1000,21,795,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"c11852c9-0ef7-4759-bf9e-a7e03e7f4d5e","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","TRISIM","Y","Trichocerca similis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Trichocercidae",NA,NA,"","N",0.1,0.1,0.1,NA,3,"coarse",1000,21,140,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"92c41130-4423-48a9-b859-d7bfc8256f06","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.1,0.2,0.2,NA,34,"coarse",1000,21,1589,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"8e98ae83-bc48-40dd-86ed-527ace3f6a92","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",1.1,1.3,1.2,NA,7,"coarse",1000,21,327,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"ed6e19d4-fd93-4765-b6bf-322d1c21e4e0","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","HEXSP6","Y","Hexarthra sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Hexarthridae",NA,NA,"","N",0.1,0.2,0.1,NA,108,"coarse",1000,21,5048,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"9fb84487-9484-403e-8ff1-babadc9d549d","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","CYCSP","Y","Cyclopoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"",NA,NA,"","N",0.3,0.4,0.3,NA,15,"coarse",1000,21,701,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"9e40a5d7-0109-4b20-a9fd-d4ffdff5bda1","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.5,0.8,0.6,NA,7,"coarse",1000,21,327,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"e2c9deea-bab0-4623-a799-2d6ca3f8c431","D03","SUGG","SUGG.AOS.buoy.c0","2014-07-18T16:00Z","2015-03-09","SUGG.BOUY.20140718.ZOO","BRAZAH","Y","Brachionus zahniseri","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Brachionidae",NA,NA,"","N",0.1,0.1,0.1,NA,115,"coarse",1000,21,5375,"N","condition OK","N","Y",NA,"Ahlstrom, 1940","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",NA
"f3d357c6-badc-423d-81d3-28f49122cb65","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","GASSTY","Y","Gastropus stylifer","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,2,"coarse",500,57,18,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"ac576609-c07f-47ff-925f-b83d624d91c2","D03","SUGG","SUGG.AOS.outlet","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.3","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.4,1,0.6,NA,81,"coarse",500,123,330,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"a82826dc-afbf-4920-ac66-68841e9793ca","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","OXYSP3","Y","Oxyurella sp.","","genus","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Chydoridae",NA,NA,"","N",NA,NA,NA,NA,2,"coarse",500,57,18,"N","damaged, affecting measurement","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill","lost; not measured"
"000ed5f8-defc-4d0f-86d5-300c7154cbd3","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","CALSP1","Y","Calanoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"",NA,NA,"","N",0.4,1.1,0.7,NA,26,"coarse",500,57,228,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"1da926e5-f7c0-47d9-8fad-775d22f97d66","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","HESAUG","Y","Hesperodiaptomus augustaensis","","species","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Gymnoplea","Calanoida","",NA,"Diaptomidae",NA,NA,"","N",1.1,1.2,1.1,NA,3,"coarse",500,57,26,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"9ba3436c-e896-4291-b1ed-cbda8dc826b4","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","CONSP8","Y","Conochiloides sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Conochilidae",NA,NA,"","N",0.2,0.2,0.2,NA,255,"coarse",500,57,2236,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"5dfe4979-27ce-4530-bc86-8b7cba22f7e5","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","SYNSP8","Y","Synchaeta sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Synchaetidae",NA,NA,"","N",0.2,0.2,0.2,NA,4,"coarse",500,57,35,"N","condition OK","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"098d8442-b092-4043-891d-71e00defc0c1","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","TRISIM","Y","Trichocerca similis","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Trichocercidae",NA,NA,"","N",NA,NA,NA,NA,1,"coarse",500,57,9,"N","damaged, affecting measurement","N","Y",NA,"Stemberger, 1979","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill","lost; not measured"
"870a85bf-1e54-43ab-9c34-c145009a310f","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","CYCSP","Y","Cyclopoida sp.","copepodites","order","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"",NA,NA,"","N",0.3,0.4,0.4,NA,6,"coarse",500,57,53,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"4c8417ad-4112-4008-b710-d25d1a976038","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","COPSP","Y","Copepoda sp.","nauplii","subclass","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","","","","",NA,"",NA,NA,"","Y",0.1,0.3,0.2,NA,50,"coarse",500,57,438,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"85ce290a-54a6-4ca5-95ab-59d988b4ca96","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","DAPAMB","Y","Daphnia ambigua","","species","Arthropoda","Crustacea","Branchiopoda",NA,"Phyllopoda","","","Diplostraca","Anomopoda",NA,"Daphniidae",NA,NA,"","N",0.6,0.6,0.6,NA,4,"coarse",500,57,35,"N","condition OK","N","Y",NA,"Pennak, 1989","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"07f01c9b-dccb-45ca-8819-c7bdc4bd4612","D03","SUGG","SUGG.AOS.buoy.c0","2015-02-18T17:00Z","2015-04-13","SUGG.20150218.SCHINDLER.1","TROPRA1","Y","Tropocyclops prasinus mexicanus","","subspecies","Arthropoda","Crustacea","Maxillopoda",NA,"Copepoda","Neocopepoda","Podoplea","Cyclopoida","",NA,"Cyclopidae",NA,NA,"mexicanus","N",0.5,0.6,0.5,NA,7,"coarse",500,57,61,"N","condition OK","N","Y",NA,"Dodson et al., 2010","N",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"85c182d5-279c-4008-8660-f7648687d36a","D03","SUGG","SUGG.AOS.inlet","2015-02-18T17:00Z","2015-07-17","SUGG.20150218.SCHINDLER.2","GASSTY","Y","Gastropus stylifer","","species","Rotifera","","Monogonta",NA,"Monogononta","","Pseudotrocha","Ploima","",NA,"Gastropodidae",NA,NA,"","N",0.1,0.1,0.1,NA,6,"coarse",500,104,29,"N","condition OK","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill",""
"bbe79c3b-e9ee-4b1c-9f32-99d2b9911221","D03","SUGG","SUGG.AOS.inlet","2015-02-18T17:00Z","2015-07-17","SUGG.20150218.SCHINDLER.2","TESSP2","Y","Testudinella sp.","","genus","Rotifera","","Monogonta",NA,"Monogononta","","Gnesiotrocha","Flosculariaceae","",NA,"Testudinellidae",NA,NA,"","N",NA,NA,NA,NA,1,"coarse",500,104,5,"N","damaged, affecting measurement","N","Y",NA,"Stemberger, 1979","Y",NA,NA,"EcoAnalysts Inc.","EcoAnalysts","ECOANALYSTS_Zooplankton_Identification_Revision2","mhill","lost; not measured"
